Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Fuel injection
Rolls-Royce Motor Cars Limited Phantom,1,6.7,12,8,Automatic,14,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,Direct ignition
Rolls-Royce Motor Cars Limited Phantom EWB,2,6.7,12,8,Automatic,14,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Recommended,2,2,Direct ignition
Audi allroad quattro,27,2,4,7,Manual,25,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
BMW 330i xDrive Sports Wagon,323,2,4,8,Automatic,27,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,Direct ignition
Buick REGAL TOURX  AWD,33,2,4,8,Automatic,24,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Chevrolet SONIC 5,56,1.4,4,6,Automatic,30,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chevrolet SONIC 5,58,1.4,4,6,Manual,32,Turbocharged/Supercharged,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chevrolet SONIC 5,51,1.8,4,6,Automatic,28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chevrolet SONIC 5,53,1.8,4,5,Manual,29,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
FIAT 500L,404,1.4,4,6,Automatic,25,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda FIT,10,1.5,4,1,CVT,36,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda FIT,11,1.5,4,7,CVT,33,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda FIT,12,1.5,4,6,Manual,31,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda HR-V AWD,18,1.8,4,1,CVT,29,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda HR-V AWD,19,1.8,4,7,CVT,29,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda HR-V FWD,16,1.8,4,1,CVT,31,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda HR-V FWD,17,1.8,4,7,CVT,31,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Honda HR-V FWD,15,1.8,4,6,Manual,28,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
KIA MOTORS CORPORATION Niro,40,1.6,4,6,Manual,49,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Niro FE,41,1.6,4,6,Manual,50,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Niro Touring,42,1.6,4,6,Manual,43,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Soul,21,1.6,4,7,Manual,28,Turbocharged/Supercharged,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Soul,19,1.6,4,6,Automatic,27,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Soul,20,1.6,4,6,Manual,27,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
KIA MOTORS CORPORATION Soul,22,2,4,6,Automatic,27,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN Rogue Sport,201,2,4,7,CVT,28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN Rogue Sport AWD,203,2,4,7,CVT,27,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru IMPREZA 5-Door,6,2,4,7,CVT,31,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru IMPREZA 5-Door,4,2,4,5,Manual,26,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru IMPREZA SPORT 5-Door,28,2,4,7,CVT,30,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Subaru IMPREZA SPORT 5-Door,27,2,4,5,Manual,25,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Volkswagen Golf Alltrack,74,1.8,4,6,Manual,25,Turbocharged/Supercharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
"Volvo Cars of North America, LLC V60 AWD",113,2,4,8,Automatic,26,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
"Volvo Cars of North America, LLC V60 AWD",102,2,4,8,Automatic,26,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
"Volvo Cars of North America, LLC V60 CC AWD",105,2,4,8,Automatic,25,Turbocharged/Supercharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
"Volvo Cars of North America, LLC V60 FWD",88,2,4,8,Automatic,29,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
"Volvo Cars of North America, LLC V60 Polestar AWD",112,2,4,8,Automatic,22,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Jaguar XF Sportbrake AWD,268,3,6,8,Automatic,21,Turbocharged/Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,Direct ignition
Mercedes-Benz AMG E 63 S 4MATIC (Station Wagon,361,4,8,9,Automatic,18,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz AMG GLA 45 4MATIC,245,2,4,7,Manual,25,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
Mercedes-Benz E 400 4MATIC (station wagon),303,3,6,9,Automatic,21,Turbocharged/Supercharged,Y,4-Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
NISSAN MURANO AWD,43,3.5,6,7,CVT,24,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN MURANO FWD,42,3.5,6,7,CVT,24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
"Volvo Cars of North America, LLC V90 AWD",109,2,4,8,Automatic,25,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
"Volvo Cars of North America, LLC V90 CC AWD",115,2,4,8,Automatic,25,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
"Volvo Cars of North America, LLC V90 CC AWD",124,2,4,8,Automatic,26,Turbocharged/Supercharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,Direct ignition
"Volvo Cars of North America, LLC V90 FWD",104,2,4,8,Automatic,27,Turbocharged/Supercharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,Direct ignition
Chevrolet COLORADO 2WD,586,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet COLORADO 2WD,588,2.5,4,6,Manual,22,Naturally Aspirated,N,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet COLORADO 2WD,634,3.6,6,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC CANYON 2WD,587,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC CANYON 2WD,589,2.5,4,6,Manual,22,Naturally Aspirated,N,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
GMC CANYON 2WD,636,3.6,6,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
Honda RIDGELINE FWD,13,3.5,6,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN FRONTIER 2WD,83,2.5,4,5,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 2WD,84,2.5,4,5,Manual,21,Naturally Aspirated,N,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 2WD,181,4,6,5,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 2WD,182,4,6,6,Manual,19,Naturally Aspirated,N,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 2WD FFV,291,4,6,5,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TACOMA 2WD,94,2.7,4,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TACOMA 2WD,90,3.5,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet COLORADO 4WD,591,2.5,4,6,Automatic,21,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet COLORADO 4WD,639,3.6,6,8,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet COLORADO ZR2 4WD,640,3.6,6,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
GMC CANYON 4WD,592,2.5,4,6,Automatic,21,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
GMC CANYON 4WD,641,3.6,6,8,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN FRONTIER 4WD,183,4,6,5,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 4WD,184,4,6,6,Manual,18,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
NISSAN FRONTIER 4WD FFV,292,4,6,5,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TACOMA 4WD,95,2.7,4,6,Automatic,20,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TACOMA 4WD,91,3.5,6,6,Automatic,20,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA TACOMA 4WD,92,3.5,6,6,Manual,18,Naturally Aspirated,N,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
TOYOTA TACOMA 4WD D-CAB V6 MT OFF-ROAD,93,3.5,6,6,Manual,18,Naturally Aspirated,N,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Chevrolet C15 SILVERADO 2WD,673,4.3,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C15 SILVERADO 2WD,572,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C15 SILVERADO 2WD,659,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C15 SILVERADO 2WD,645,5.3,8,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C15 SILVERADO 2WD,550,5.3,8,8,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet C15 SILVERADO 2WD,675,6.2,8,8,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
Ford F150 2.7L 2WD GVWR>6649 LBS,27,2.7,6,10,Automatic,21,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 2WD BASE PAYLOAD LT TIRE,26,2.7,6,10,Automatic,22,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 2WD BASE PAYLOAD LT TIRE,261,3.3,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 2WD BASE PAYLOAD LT TIRE,3,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 2WD BASE PAYLOAD LT TIRE,200,5,8,10,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 2WD FFV BASE PAYLOAD LT,199,5,8,10,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 2WD FFV BASE PAYLOAD LT TIRE,263,3.3,6,6,Automatic,21,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 3.5L 2WD GVWR>7599 LBS,4,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 5.0L 2WD FFV GVWR>7599 LBS,33,5,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 5.0L 2WD GVWR>7599 LBS,185,5,8,10,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 2WD,25,2.7,6,10,Automatic,22,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 2WD,120,3.3,6,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 PICKUP 2WD,2,3.5,6,10,Automatic,21,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 2WD,184,5,8,10,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 2WD FFV,15,3.3,6,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 PICKUP 2WD FFV,32,5,8,10,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Direct ignition
GMC C15 SIERRA 2WD,674,4.3,6,6,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD,576,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD,662,5.3,8,6,Automatic,19,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD,646,5.3,8,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD,551,5.3,8,8,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Direct ignition
GMC C15 SIERRA 2WD,676,6.2,8,8,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,1,1,Direct ignition
NISSAN TITAN 2WD,385,5.6,8,7,Automatic,18,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,2,2,Direct ignition
RAM 1500 4X2,532,3.6,6,8,Automatic,20,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
RAM 1500 4X2,533,5.7,8,8,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Rear",10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
TOYOTA TUNDRA 2WD,23,4.6,8,6,Automatic,16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TUNDRA 2WD,38,5.7,8,6,Automatic,15,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Chevrolet K15 SILVERADO 4WD,655,4.3,6,6,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K15 SILVERADO 4WD,665,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K15 SILVERADO 4WD,580,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K15 SILVERADO 4WD,643,5.3,8,8,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K15 SILVERADO 4WD,558,5.3,8,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
Chevrolet K15 SILVERADO 4WD,548,6.2,8,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
Ford F150 2.7L 4WD GVWR>6799 LBS,30,2.7,6,10,Automatic,21,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 3.5L 4WD GVWR>7599 LBS,7,3.5,6,10,Automatic,18,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 4WD BASE PAYLOAD LT TIRE,29,2.7,6,10,Automatic,20,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 4WD BASE PAYLOAD LT TIRE,262,3.3,6,6,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 4WD BASE PAYLOAD LT TIRE,6,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 4WD BASE PAYLOAD LT TIRE,187,5,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 4WD FFV BASE PAYLOAD LT,173,5,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 4WD FFV BASE PAYLOAD LT TIRE,264,3.3,6,6,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 5.0L 4WD FFV GVWR>7599 LBS,124,5,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 5.0L 4WD GVWR>7599 LBS,125,5,8,10,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 4WD,28,2.7,6,10,Automatic,21,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 4WD,122,3.3,6,6,Automatic,20,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 PICKUP 4WD,5,3.5,6,10,Automatic,19,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 4WD,186,5,8,10,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 PICKUP 4WD FFV,14,3.3,6,6,Automatic,20,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford F150 PICKUP 4WD FFV,31,5,8,10,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Direct ignition
Ford F150 RAPTOR 4WD,1,3.5,6,10,Automatic,16,Turbocharged/Supercharged,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Direct ignition
GMC K15 SIERRA 4WD,656,4.3,6,6,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
GMC K15 SIERRA 4WD,668,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,1,1,Direct ignition
GMC K15 SIERRA 4WD,584,5.3,8,6,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC K15 SIERRA 4WD,644,5.3,8,8,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC K15 SIERRA 4WD,559,5.3,8,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Direct ignition
GMC K15 SIERRA 4WD,549,6.2,8,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Premium Unleaded Required,1,1,Direct ignition
Honda RIDGELINE AWD,14,3.5,6,6,Automatic,21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN TITAN 4WD,386,5.6,8,7,Automatic,18,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
NISSAN TITAN 4WD PRO-4X,387,5.6,8,7,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,Direct ignition
RAM 1500 4X4,536,3.6,6,8,Automatic,19,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
RAM 1500 4X4,534,5.7,8,6,Automatic,14,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
RAM 1500 4X4,537,5.7,8,8,Automatic,17,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,1,1,Multipoint/sequential ignition
TOYOTA TUNDRA 4WD,24,4.6,8,6,Automatic,16,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TUNDRA 4WD,39,5.7,8,6,Automatic,14,Naturally Aspirated,Y,4-Wheel Drive,15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
TOYOTA TUNDRA 4WD FFV,35,5.7,8,6,Automatic,15,Naturally Aspirated,Y,4-Wheel Drive,85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford Transit T150 Wagon,91,3.5,6,6,Automatic,16,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Direct ignition
Ford Transit T150 Wagon,142,3.7,6,6,Automatic,16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford TRANSIT T150 WAGON FFV,92,3.7,6,6,Automatic,16,Naturally Aspirated,Y,"2-Wheel Drive, Rear",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Cadillac XTS HEARSE,77,3.6,6,6,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
Cadillac XTS LIMO,78,3.6,6,6,Automatic,17,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Direct ignition
CHEVROLET City Express Cargo Van,682,2,4,1,CVT,25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford Transit Connect Van 2WD,60,2.5,4,6,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford TRANSIT CONNECT VAN FFV,57,2.5,4,6,Automatic,23,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford TRANSIT CONNECT WAGON FFV,59,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford TRANSIT CONNECT WAGON FWD,62,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford TRANSIT CONNECT WAGON LWB FFV,58,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",85,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Ford Transit Connect Wagon LWB FWD,61,2.5,4,6,Automatic,22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,Multipoint/sequential ignition
Mercedes-Benz Metris (Cargo Van),411,2,4,7,Automatic,22,Turbocharged/Supercharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,Direct ignition
