case_identifier,turnout16_2016,RIGGED_SYSTEM_1_2016,RIGGED_SYSTEM_2_2016,RIGGED_SYSTEM_3_2016,RIGGED_SYSTEM_4_2016,RIGGED_SYSTEM_5_2016,RIGGED_SYSTEM_6_2016,track_2016,persfinretro_2016,econtrend_2016,Americatrend_2016,futuretrend_2016,wealth_2016,values_culture_2016,US_respect_2016,trustgovt_2016,trust_people_2016,helpful_people_2016,fair_people_2016,imiss_a_2016,imiss_b_2016,imiss_c_2016,imiss_d_2016,imiss_e_2016,imiss_f_2016,imiss_g_2016,imiss_h_2016,imiss_i_2016,imiss_j_2016,imiss_k_2016,imiss_l_2016,imiss_m_2016,imiss_n_2016,imiss_o_2016,imiss_p_2016,imiss_q_2016,imiss_r_2016,imiss_s_2016,imiss_t_2016,imiss_u_2016,imiss_x_2016,imiss_y_2016
6229544,Voted,2,2,3,2,2,1,2,2,3,2,3,1,3,3,3,2,1,2,1,1,1,4,2,1,4,2,3,1,1,4,2,2,1,1,2,1,2,2,1,3,4
6229913,Voted,2,2,1,1,2,1,1,2,1,1,1,8,3,2,3,1,2,1,1,1,2,2,2,1,2,2,2,1,1,3,1,1,1,1,2,1,1,4,2,2,2
6230198,Voted,4,1,3,1,4,1,2,2,2,3,4,1,3,3,3,2,1,8,1,1,2,4,2,1,2,2,3,1,4,4,2,2,1,1,2,1,2,1,2,4,4
6232193,Voted,3,3,1,3,3,2,1,1,1,1,3,2,3,3,2,2,1,8,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,1
6232631,Voted,2,1,3,1,2,3,2,2,3,3,2,1,3,3,3,8,2,8,1,1,2,2,1,1,4,2,2,2,3,3,1,1,1,1,3,3,2,3,2,3,3
6236744,Voted,2,4,1,3,1,2,2,1,1,4,4,2,1,8,3,2,1,2,3,1,3,1,4,2,1,1,2,2,1,1,2,2,2,3,2,3,2,3,4,2,1
6239744,Voted,1,3,1,2,1,1,2,2,2,3,3,2,3,3,3,1,2,1,2,2,3,1,4,3,3,2,2,1,1,2,2,1,2,3,3,2,2,4,2,2,2
6247142,Voted,4,3,3,1,3,2,2,3,3,3,2,1,2,3,3,1,2,1,1,1,1,2,1,1,2,2,3,1,3,4,1,2,1,2,2,1,1,1,2,2,3
6247949,Voted,4,3,2,4,3,3,2,2,1,1,4,2,1,3,3,1,2,2,2,2,1,1,1,3,1,1,1,1,2,1,2,2,2,3,1,3,2,1,2,1,1
6249251,Voted,3,2,2,3,3,1,1,2,1,2,4,2,1,3,3,2,1,2,2,2,2,1,4,2,2,1,3,1,1,1,1,2,2,1,2,1,1,2,2,1,2
6253385,Voted,2,2,4,1,1,1,2,2,4,1,2,1,3,3,3,1,1,1,2,1,2,4,1,3,4,2,4,1,1,4,4,3,1,1,2,1,4,1,1,2,4
6253928,Voted,3,2,2,2,2,2,2,2,3,1,4,1,3,3,3,1,2,1,2,1,1,3,1,1,4,2,3,2,3,4,2,3,1,1,2,1,3,2,1,3,3
6255209,Voted,4,4,1,4,3,4,1,1,1,1,4,2,1,1,2,2,1,2,2,2,3,1,3,3,1,1,1,1,4,1,2,2,2,3,1,3,2,2,4,1,1
6262622,Voted,3,3,1,4,2,1,2,2,3,2,3,2,8,3,3,2,1,2,3,2,2,3,3,3,1,2,3,2,2,3,2,1,1,2,2,3,2,2,2,2,2
6263354,Voted,3,3,1,3,2,3,1,1,1,1,2,2,3,2,3,1,2,1,3,1,2,1,2,2,1,2,3,2,1,2,2,1,1,2,2,2,3,3,3,2,1
6265466,Voted,3,2,2,2,2,1,2,2,3,3,3,1,3,3,3,1,2,1,1,2,2,3,4,1,4,2,3,3,3,4,2,2,2,2,3,1,3,3,2,3,4
6271040,Voted,4,3,1,4,2,3,2,2,1,2,3,2,2,3,3,2,2,2,3,1,3,1,4,3,1,1,2,2,1,1,1,2,2,3,2,2,1,4,3,2,2
6273704,Voted,3,2,3,1,3,2,1,3,3,3,3,1,3,3,3,2,1,2,1,1,2,3,1,1,3,1,2,1,1,4,1,2,1,1,2,1,2,4,1,1,2
6278276,Did not vote,2,3,1,2,1,1,2,2,2,2,3,2,3,3,3,1,2,1,2,2,3,2,3,2,1,1,3,1,2,2,1,2,2,4,1,3,1,4,4,2,2
6280574,Voted,3,1,3,1,3,1,2,3,3,3,4,1,3,3,3,2,1,2,1,1,1,2,1,1,3,1,2,2,1,4,1,1,1,1,2,1,2,1,1,1,2
6281192,Voted,2,4,1,2,2,1,1,2,2,3,3,2,2,2,3,1,2,2,2,1,2,1,3,3,2,2,2,1,2,1,2,3,2,2,2,3,2,1,3,2,1
6282716,Voted,4,3,1,4,3,4,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,4,1,3,3,2,1,1,2,1,2,3,2,1,2,3,2,1,2
6282788,Voted,4,4,1,4,2,2,2,2,1,2,3,2,3,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,2,1,1,4,1,1
6285515,Voted,4,4,1,4,3,1,2,2,3,3,3,2,8,3,3,1,2,1,3,1,1,1,3,3,2,2,2,1,1,1,2,2,2,3,1,1,1,2,4,1,2
6287039,Voted,3,3,2,1,2,1,2,2,3,3,3,2,3,3,3,1,2,1,1,2,1,4,2,1,2,3,3,2,4,4,2,1,1,1,4,1,2,4,1,4,4
6288212,Voted,4,3,1,2,3,2,2,2,2,1,4,2,1,3,3,2,1,2,2,2,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1
6288599,Voted,4,2,1,4,3,1,2,1,2,3,3,2,3,2,3,2,1,8,2,1,2,1,1,3,3,1,2,2,1,1,1,1,1,4,1,2,1,4,4,1,2
6291113,Voted,4,3,1,3,3,2,2,1,1,3,1,2,3,3,3,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,1,1,3,2,1,3,1,3,2,1,1
6291557,Voted,3,2,2,3,2,3,2,1,2,3,2,2,1,3,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,3,2,2,3,2,2
6291608,Voted,4,4,1,1,3,2,2,1,1,1,4,2,1,3,3,1,2,1,1,1,2,1,3,2,1,1,3,1,1,1,1,1,1,3,1,3,2,2,4,1,1
6293396,Voted,3,3,2,3,3,3,1,2,1,1,3,2,3,1,3,1,8,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1
6294578,Voted,3,2,3,1,2,1,2,3,3,3,3,1,3,3,3,2,1,2,1,1,1,2,1,1,4,1,2,2,1,4,1,1,1,1,2,1,1,2,1,3,4
6299315,Voted,2,3,1,3,1,1,3,1,1,4,3,2,2,3,2,2,1,2,2,1,2,1,3,2,2,1,2,1,1,1,2,1,1,3,1,3,2,2,3,2,1
6304361,Voted,4,2,1,1,1,1,2,2,3,1,1,2,3,3,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
6305450,Voted,3,1,3,1,2,2,1,1,1,1,4,1,2,3,3,2,1,2,2,1,2,2,1,1,3,1,3,1,3,4,1,3,1,1,2,1,2,3,1,2,4
6308873,Voted,4,3,1,2,2,2,2,2,1,3,3,2,1,3,3,2,1,2,2,1,3,1,1,3,1,1,2,1,1,1,1,1,1,3,1,1,1,3,3,1,1
6309782,Voted,3,3,1,2,2,2,2,4,2,4,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2,2,2,3,3,1,2
6309809,Voted,3,1,3,2,2,1,2,2,2,1,1,1,3,3,3,2,1,2,2,1,2,3,1,1,4,1,3,1,3,4,2,2,1,1,3,1,2,2,1,4,4
6310301,Voted,1,3,1,3,1,2,1,1,1,3,2,2,2,2,3,1,1,1,2,1,2,2,1,1,2,2,3,1,1,1,1,1,1,2,1,2,1,1,2,1,2
6314150,Voted,4,4,1,2,2,1,2,3,2,1,4,2,2,3,3,1,2,1,2,1,3,1,4,4,1,1,2,1,1,1,2,1,1,4,1,3,2,2,3,2,1
6316652,Voted,4,2,2,4,4,3,1,1,1,1,1,2,2,3,3,1,1,2,3,2,3,1,3,2,2,1,1,2,1,1,2,2,1,3,2,2,1,4,3,2,1
6316859,Voted,3,3,1,3,2,4,1,1,1,1,3,2,1,2,3,2,1,2,4,2,3,2,3,3,2,2,2,2,2,2,2,1,1,4,2,3,3,1,4,2,1
6319217,Voted,3,2,3,1,2,2,2,3,3,3,3,1,3,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1
6319613,Voted,2,4,2,3,2,1,2,2,1,3,3,2,2,2,3,1,1,2,3,2,2,1,2,3,2,2,2,2,1,1,1,1,2,3,2,2,1,2,3,1,2
6319775,Voted,3,4,1,4,2,3,2,1,1,1,2,2,1,2,2,8,1,2,2,1,4,1,3,2,3,1,1,1,1,1,2,1,1,4,1,1,1,3,4,1,1
6320978,Voted,3,2,2,3,3,2,2,2,2,1,3,8,2,3,3,1,1,2,1,1,2,2,1,2,3,1,2,1,3,2,1,1,1,1,1,1,1,3,2,2,2
6322211,Voted,3,1,3,2,4,3,2,2,2,1,1,1,3,3,3,2,2,2,2,2,2,3,2,1,4,3,3,2,4,4,3,3,3,2,2,2,3,1,2,2,4
6322364,Voted,4,4,1,4,3,3,1,2,1,1,3,2,1,2,3,2,1,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1
6322844,Voted,3,3,1,2,2,2,2,3,3,3,3,2,3,3,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
6322856,Voted,2,3,1,4,1,1,1,2,2,1,4,2,2,3,3,1,1,2,2,1,3,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,3,3,1,1
6323027,Voted,3,3,2,1,1,1,2,3,3,3,3,8,3,2,3,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,1,2,2,3
6325313,Voted,2,1,3,1,3,1,2,3,3,2,3,1,3,3,3,1,2,1,1,1,1,2,1,1,4,2,3,1,2,4,1,1,1,1,1,1,1,1,1,2,2
6325748,Voted,3,2,4,1,3,2,2,1,2,3,1,1,2,3,3,1,2,8,1,1,1,2,1,1,4,2,3,1,3,4,2,1,1,1,2,2,2,2,1,4,4
6326321,Voted,3,2,3,1,3,2,1,2,2,1,1,1,3,3,3,8,8,8,1,2,2,2,1,1,2,1,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2
6327818,Voted,2,2,3,1,1,1,2,2,2,1,3,2,3,3,3,8,2,8,2,1,1,2,1,1,3,1,3,2,2,3,1,2,1,1,2,1,2,2,1,2,3
6331904,Voted,3,3,1,3,2,1,2,3,1,1,2,2,3,2,3,1,2,1,2,1,3,1,2,2,3,1,1,1,2,1,1,1,1,2,1,1,1,3,3,2,2
6333245,Voted,3,2,2,2,3,1,2,2,2,2,3,8,3,3,3,2,1,2,3,2,2,3,2,2,3,2,3,2,4,3,2,3,2,1,2,2,2,2,1,2,3
6338279,Voted,3,2,1,3,3,2,1,1,1,2,1,2,3,2,3,2,1,1,1,1,2,2,1,2,2,2,1,1,3,2,1,1,1,2,1,2,1,3,3,1,2
6338711,Voted,4,1,3,1,3,3,2,2,3,3,1,1,3,3,3,1,1,1,2,2,2,2,1,1,4,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,4
6339260,Voted,3,1,4,2,3,3,1,2,2,1,1,1,3,3,3,2,1,2,1,1,1,2,2,2,4,1,2,2,1,4,2,2,2,1,2,2,2,2,1,2,3
6339377,Voted,4,2,3,1,2,1,2,3,2,3,4,1,3,3,3,1,2,1,1,1,2,4,1,1,4,1,4,3,2,4,3,3,1,1,2,1,3,1,1,4,4
6342719,Voted,3,2,2,2,2,2,1,2,2,2,3,1,3,3,3,1,2,1,2,1,3,3,4,2,3,3,3,2,3,3,2,2,1,1,2,1,2,3,2,4,3
6345614,Voted,3,1,4,1,2,1,2,2,3,3,3,1,3,3,3,1,2,1,1,1,1,3,1,1,3,1,3,2,2,4,1,2,1,1,2,1,1,1,1,3,4
6346148,Voted,3,3,1,1,2,1,2,3,3,3,2,8,3,3,3,1,2,1,2,1,2,4,1,1,1,1,3,1,1,4,1,2,1,1,1,1,1,4,1,2,2
6348065,Voted,3,2,2,2,2,2,2,3,1,3,3,1,3,3,3,2,2,1,1,1,1,2,2,1,3,2,2,1,1,3,2,2,1,1,2,1,2,1,1,2,2
6348128,Voted,4,4,1,3,2,1,2,2,2,3,3,2,2,1,3,1,2,1,2,1,3,1,1,3,3,1,2,1,1,1,1,1,1,3,2,3,1,4,3,3,2
6360410,Voted,2,1,1,4,3,2,1,1,1,1,1,1,2,2,3,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,3,2,2,1,1,2,2,2
6367046,Voted,4,2,1,3,2,2,1,2,2,1,2,2,2,8,2,2,8,2,2,1,1,2,4,2,3,1,3,1,1,2,1,1,1,4,2,4,1,4,3,1,1
6370124,Voted,2,2,2,2,2,1,2,3,3,1,1,1,2,3,3,2,1,8,2,2,3,1,2,2,3,1,1,1,1,1,1,1,2,1,3,2,2,3,2,2,2
6370370,Voted,2,2,2,1,2,2,2,2,3,3,3,1,3,3,3,2,1,2,2,1,2,4,4,2,4,3,4,3,3,4,3,3,1,1,3,1,3,4,1,4,4
6371126,Voted,2,3,2,2,3,2,2,3,2,3,2,1,2,3,3,2,1,2,1,2,2,2,2,2,1,1,3,1,1,2,1,1,1,1,2,1,2,2,2,2,2
6372302,Voted,3,1,3,1,2,1,1,2,1,2,2,1,3,3,3,2,1,2,1,1,1,4,1,1,4,2,2,2,2,4,1,1,3,1,1,1,1,2,1,4,4
6372674,Voted,3,2,3,2,3,2,1,2,3,3,3,1,3,3,3,2,2,2,2,1,1,3,3,2,4,3,4,1,2,4,1,1,1,2,3,1,1,4,1,4,4
6376448,Voted,4,1,4,1,4,2,2,1,1,2,1,1,3,3,3,2,1,2,1,1,3,2,2,1,3,2,4,1,3,3,1,2,1,1,3,1,1,1,1,3,3
6376739,Voted,3,2,3,2,2,1,2,2,2,1,3,1,3,3,3,2,1,2,1,1,2,3,1,1,4,2,3,1,1,3,2,2,1,2,1,1,2,1,1,4,4
6377012,Voted,3,2,2,2,3,2,2,2,2,3,3,1,3,3,3,1,2,8,2,1,3,2,2,1,3,1,3,2,3,3,2,1,1,1,3,2,2,2,2,2,2
6377219,Voted,4,2,1,4,4,1,3,1,2,1,4,2,2,8,2,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6381221,Voted,1,3,1,1,1,1,2,2,2,1,2,2,1,2,3,1,2,1,1,1,2,1,4,2,3,1,2,2,1,1,2,1,2,2,2,2,2,3,2,4,4
6381806,Voted,2,2,3,2,2,2,2,3,2,4,3,1,3,3,3,1,8,1,2,1,4,3,1,1,4,1,3,1,4,3,1,2,1,1,2,1,1,2,1,3,4
6382718,Voted,3,4,1,3,2,2,2,3,3,2,3,2,2,3,3,2,1,2,2,2,2,1,3,3,2,2,3,2,2,1,3,2,2,2,2,3,3,2,3,2,1
6382949,Voted,3,1,3,1,3,3,2,2,3,2,4,1,3,3,3,2,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1
6383609,Voted,3,2,3,1,3,2,1,2,2,1,1,1,3,3,3,2,1,2,1,1,3,3,1,1,3,2,2,1,3,3,1,2,2,1,3,1,1,3,2,2,4
6384797,Voted,3,3,1,1,3,1,1,3,3,3,4,8,3,3,3,1,2,1,2,1,1,2,1,2,4,3,2,1,2,4,2,1,1,1,3,2,2,2,1,4,4
6385868,Voted,3,2,2,1,2,1,2,2,1,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6386678,Voted,2,2,2,1,2,1,2,3,2,3,3,1,3,3,3,2,1,2,3,1,1,3,1,1,2,1,4,3,1,4,2,2,2,1,2,1,2,4,1,2,3
6389924,Voted,3,1,3,1,2,1,2,3,3,3,3,1,3,3,3,2,1,2,1,1,1,3,1,1,4,1,4,1,4,4,1,2,1,1,3,1,1,1,1,4,4
6392225,Voted,2,3,1,2,1,1,3,2,1,2,3,2,1,2,2,2,2,2,2,1,2,1,4,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,4,2,2
6395504,Voted,4,1,3,1,4,3,1,1,1,3,2,1,3,3,3,1,1,8,2,1,2,3,1,1,4,1,3,2,3,3,2,2,1,2,2,2,2,4,1,2,3
6396401,Voted,2,1,1,1,1,1,2,2,4,3,4,1,3,3,3,2,1,2,1,1,1,2,2,1,4,2,3,2,2,4,2,2,1,2,2,1,2,4,1,4,4
6400403,Voted,3,4,1,1,1,1,3,3,2,3,4,2,3,3,3,1,2,1,1,1,1,1,2,1,3,1,3,2,1,2,1,2,2,1,2,3,1,2,1,3,3
6400457,Voted,2,1,3,1,3,2,2,2,2,1,1,1,3,3,3,1,1,8,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
6400898,Voted,2,2,1,1,2,2,1,1,4,3,3,1,3,3,3,1,8,8,1,1,1,2,1,1,3,1,2,1,1,3,1,1,1,1,2,1,3,1,1,3,3
6401015,Voted,3,1,1,3,3,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,2,3,2,2,1,1,2,1,2
6401321,Voted,3,2,3,1,2,1,2,3,2,3,4,1,1,3,3,1,2,1,1,1,1,2,1,1,3,2,2,1,1,3,1,2,1,1,2,1,2,1,1,2,4
6405365,Voted,2,4,1,3,2,3,2,2,2,1,3,2,1,3,3,1,2,1,3,2,2,1,2,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,3,1,2
6406562,Voted,4,1,4,2,3,3,2,3,2,3,3,1,3,3,3,1,2,1,2,1,2,3,1,2,3,2,3,3,2,4,2,2,1,1,2,1,2,2,2,2,3
6406961,Voted,3,3,1,3,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1
6409022,Voted,2,2,3,1,2,2,1,3,2,3,2,8,1,3,3,8,8,1,1,1,1,3,1,1,4,2,3,1,1,4,1,2,1,2,2,1,2,2,1,4,4
6410645,Voted,3,2,3,1,2,2,3,2,2,1,3,8,3,3,3,2,1,2,1,1,1,1,2,1,4,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,3
6411257,Voted,3,2,2,2,3,1,2,2,1,3,3,8,3,3,3,8,8,2,1,1,2,2,1,1,4,2,3,2,3,4,1,2,1,2,2,1,1,1,1,2,4
6413630,Voted,4,2,2,1,3,1,2,2,3,3,3,8,3,8,3,1,1,8,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,4
6414236,Voted,2,3,1,3,1,1,2,2,2,2,3,2,3,3,3,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,2,2,1,1,4,3,2,1
6416438,Voted,3,2,2,1,3,1,2,2,1,1,4,8,3,3,3,2,1,2,1,1,2,2,1,1,4,2,2,2,3,3,2,2,2,1,2,3,2,1,1,1,2
6418754,Voted,3,1,2,1,2,2,3,2,2,3,4,1,3,3,3,2,2,1,2,1,2,2,1,1,2,2,3,2,1,3,2,2,2,1,2,1,3,3,1,2,2
6419111,Voted,3,3,1,3,3,2,1,1,1,1,3,2,1,3,3,1,2,1,2,1,3,1,3,2,3,1,2,1,2,1,1,2,1,2,2,2,1,3,3,2,2
6419432,Voted,2,2,3,1,2,1,2,3,3,3,3,8,3,3,3,1,2,1,2,1,2,2,1,1,3,3,3,1,2,3,1,1,1,1,2,2,1,2,2,2,3
6420122,Voted,3,2,3,1,2,3,2,2,2,3,2,1,3,3,3,1,2,1,1,1,1,2,1,1,3,1,3,1,2,2,1,1,2,1,2,2,1,3,1,3,3
6428831,Voted,2,3,1,3,2,2,1,2,1,1,1,2,2,3,2,1,2,1,3,2,2,1,4,2,2,1,2,1,1,1,1,2,2,2,1,2,1,3,3,2,2
6429641,Voted,3,1,3,1,2,1,2,2,3,3,3,1,3,3,3,1,2,1,1,1,3,4,1,1,4,2,3,2,1,4,1,2,1,1,2,1,1,1,1,1,2
6429842,Voted,3,2,2,1,3,1,2,3,2,3,4,2,3,3,3,2,1,2,2,1,1,3,1,1,4,2,3,3,3,4,3,2,1,2,3,2,3,3,1,3,4
6431615,Voted,3,2,3,1,2,1,2,3,2,2,2,1,3,3,3,2,1,2,2,1,2,3,2,1,2,2,3,2,2,4,1,2,2,1,2,2,2,2,1,2,2
6432962,Voted,3,2,3,1,3,3,1,3,3,3,4,1,2,3,3,1,8,8,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2
6433022,Voted,4,3,1,3,3,3,1,1,1,1,4,2,1,1,3,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
6435506,Voted,3,1,4,1,3,1,2,3,3,3,3,1,3,3,3,2,1,2,1,1,3,2,2,1,3,2,2,2,1,4,1,2,1,1,2,2,2,2,1,3,3
6442748,Voted,4,2,3,2,3,2,2,2,2,1,2,1,3,3,3,2,1,2,1,1,1,2,2,1,4,1,3,1,4,4,2,2,1,2,2,1,1,4,1,2,3
6443261,Voted,3,1,2,2,3,1,2,2,2,3,4,1,3,3,3,2,8,8,2,2,2,2,1,1,4,1,3,2,3,3,3,2,2,2,3,1,3,1,2,3,2
6444905,Voted,3,3,2,1,2,1,3,2,2,3,4,1,3,3,3,1,2,1,1,2,1,2,1,1,3,2,2,2,2,3,1,2,2,1,1,2,1,2,1,2,2
6447599,Voted,3,1,4,1,3,1,2,2,1,1,1,1,3,3,3,2,1,2,2,1,1,4,1,1,4,2,4,2,4,4,2,4,1,1,3,1,4,2,1,2,4
6453008,Voted,2,3,1,4,3,1,2,1,1,3,4,2,3,3,3,2,1,8,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,2
6456005,Voted,3,1,3,1,4,4,2,3,2,1,1,1,1,3,3,2,1,2,1,1,1,3,1,1,4,2,3,1,3,4,1,2,1,2,2,1,1,4,3,3,3
6460793,Voted,1,2,1,1,1,2,2,2,1,3,3,1,3,3,3,2,1,2,1,1,2,2,1,2,1,1,3,2,1,2,1,1,2,1,1,1,2,4,1,1,1
6462023,Voted,3,2,3,2,2,2,2,2,2,2,2,1,8,3,3,2,1,2,1,1,1,1,2,1,3,1,3,1,1,2,1,1,1,1,4,1,1,2,1,2,2
6464678,Voted,3,2,3,1,2,1,2,2,2,1,1,1,3,3,3,8,8,8,2,1,2,2,3,2,2,2,3,2,2,3,2,2,1,1,3,1,3,3,2,3,3
6466028,Voted,3,2,3,2,3,2,2,1,4,1,1,1,2,3,3,2,8,8,1,1,2,2,2,2,3,2,4,2,3,3,3,2,1,2,3,2,2,3,2,3,3
6467498,Voted,3,2,2,1,2,2,1,3,2,1,3,1,3,3,3,1,2,1,1,1,1,3,1,1,3,1,3,1,1,4,1,1,1,1,3,1,2,2,1,3,3
6469808,Voted,2,1,3,1,3,1,1,3,2,1,1,1,3,3,3,1,1,8,1,1,2,3,2,1,4,2,2,2,2,4,3,2,2,1,3,1,3,3,2,2,4
6474713,Voted,3,3,2,3,3,3,3,2,2,1,3,2,8,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,3,1,1
6476231,Voted,3,1,4,1,2,2,2,2,2,3,3,1,3,3,3,1,2,1,1,1,1,4,2,1,4,2,3,1,2,4,1,3,1,1,3,1,1,4,1,4,4
6476726,Voted,2,2,3,1,3,1,1,2,2,2,1,1,3,8,3,1,1,8,1,1,2,2,2,1,3,2,2,1,3,3,2,2,1,1,2,1,2,3,1,2,2
6478346,Voted,3,1,3,1,3,1,2,3,2,2,1,8,1,3,3,2,1,2,1,1,1,4,2,1,3,3,3,3,2,4,2,2,1,1,3,1,2,2,1,4,4
6483362,Voted,2,4,1,1,1,1,2,2,2,3,3,2,3,2,3,1,2,8,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
6484904,Voted,2,1,3,1,2,2,1,2,1,3,3,1,3,3,3,1,1,1,2,2,1,4,2,1,4,4,4,1,2,4,1,2,1,1,2,1,1,2,1,4,4
6485570,Voted,3,1,3,2,3,2,2,2,1,1,2,1,3,3,3,2,1,2,1,1,1,3,1,1,4,1,3,2,3,4,1,2,1,1,3,1,1,1,1,3,3
6486587,Voted,3,2,2,2,3,1,2,2,4,3,4,2,8,3,3,1,2,2,2,2,3,1,3,2,1,2,2,1,2,1,2,2,2,3,2,2,3,3,3,1,1
6488348,Voted,4,1,2,1,4,2,2,2,3,3,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,4,4,1,1,1,1,1,1,1,2,1,1,1
6488591,Voted,4,3,1,3,3,3,2,2,2,1,3,2,1,3,3,2,1,2,3,2,4,1,4,3,1,1,2,1,1,1,2,1,3,3,2,2,1,1,4,1,1
6489881,Voted,2,2,2,1,2,1,2,2,2,3,3,8,2,3,3,2,8,2,3,2,1,2,1,1,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,1,2
6492236,Voted,4,2,3,1,2,2,2,2,3,3,3,1,3,3,3,2,1,2,1,1,2,3,1,1,2,1,2,1,2,3,1,2,1,1,1,1,1,1,1,2,2
6493475,Voted,3,2,3,2,3,2,2,3,2,3,3,1,3,3,3,1,1,2,1,1,1,3,2,1,4,1,3,1,3,3,2,2,1,1,2,1,2,3,1,2,3
6493781,Voted,2,3,3,1,2,1,2,3,2,3,2,8,2,2,3,1,2,1,1,1,1,2,2,1,3,1,4,1,1,3,1,1,1,1,2,1,2,4,1,3,3
6497096,Voted,3,2,2,1,2,2,2,2,2,3,3,2,2,3,3,2,1,2,1,1,1,3,1,2,3,1,3,1,2,3,1,2,1,2,2,2,1,3,1,2,2
6497288,Voted,3,2,4,2,3,2,2,2,2,1,4,1,3,3,3,1,2,2,1,1,2,2,3,1,3,2,2,1,2,3,2,2,1,1,3,2,2,2,1,3,4
6503879,Voted,2,1,2,1,2,2,2,2,2,1,1,2,3,2,3,2,1,2,1,1,2,1,1,1,4,1,3,1,3,2,1,2,1,1,2,1,2,1,1,2,2
6505772,Voted,3,2,3,2,3,2,1,2,2,1,1,1,3,3,3,2,1,2,2,1,2,3,1,1,4,2,4,1,3,3,2,1,1,1,2,1,2,3,1,3,4
6505883,Voted,4,2,2,1,4,1,1,3,1,3,1,1,2,3,3,1,2,1,3,1,1,2,1,1,4,2,3,1,3,4,1,2,1,2,2,1,1,1,1,4,4
6507935,Voted,3,2,2,1,1,1,2,2,2,3,3,1,3,3,3,1,1,2,1,1,1,2,2,1,4,1,1,1,3,4,1,2,1,1,2,1,2,2,1,3,4
6510563,Voted,3,2,3,2,2,1,2,3,3,3,4,8,3,3,3,1,1,1,1,1,1,1,1,1,4,1,2,1,2,4,1,2,1,1,2,1,1,2,1,2,4
6511742,Voted,4,2,3,1,3,1,2,3,2,3,2,1,3,3,3,1,2,1,1,1,1,4,2,1,4,1,3,2,2,4,3,1,1,1,2,1,3,1,1,3,4
6511793,Voted,4,4,1,4,3,1,2,2,1,3,3,2,1,3,3,1,2,1,2,1,3,1,4,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1
6512660,Voted,1,3,1,1,1,1,2,2,2,3,3,2,3,3,3,1,2,1,2,1,2,1,2,1,3,1,2,1,1,1,1,1,1,2,1,2,1,3,3,1,1
